-0.040864084,0.022337435,0.034024492
-0.04058931,0.020006603,0.033142354
-0.037415024,0.019843355,0.035022322
-0.037861712,0.02163432,0.035610408
-0.040864084,0.022337435,0.034024492
-0.037415024,0.019843355,0.035022322
-0.037861712,0.02163432,0.035610408
-0.037415024,0.019843355,0.035022322
-0.03385337,0.01953628,0.03632619
-0.034178447,0.021171572,0.036797144
-0.037861712,0.02163432,0.035610408
-0.03385337,0.01953628,0.03632619
-0.026941493,0.02175846,0.0374277
-0.026553413,0.019912656,0.037229672
-0.023258269,0.020774972,0.03738138
-0.023985136,0.02276689,0.037249714
-0.026941493,0.02175846,0.0374277
-0.023258269,0.020774972,0.03738138
-0.023985136,0.02276689,0.037249714
-0.023258269,0.020774972,0.03738138
-0.020455204,0.022026649,0.037563898
-0.021233607,0.02378264,0.037180856
-0.023985136,0.02276689,0.037249714
-0.020455204,0.022026649,0.037563898
-0.030789562,0.033798546,0.037795905
-0.027332997,0.03389694,0.037515063
-0.026721584,0.034408778,0.03731591
-0.030333249,0.03456659,0.03780058
-0.030789562,0.033798546,0.037795905
-0.026721584,0.034408778,0.03731591
-0.040561635,0.031216893,0.035562888
-0.040731076,0.03208662,0.03537826
-0.043000285,0.030465713,0.03365378
-0.042568844,0.02959054,0.034159552
-0.040561635,0.031216893,0.035562888
-0.043000285,0.030465713,0.03365378
-0.042568844,0.02959054,0.034159552
-0.043000285,0.030465713,0.03365378
-0.045117058,0.028357007,0.031001046
-0.04391921,0.028281944,0.032687135
-0.042568844,0.02959054,0.034159552
-0.045117058,0.028357007,0.031001046
-0.004186456,-0.02723916,0.057424206
-0.008918673,-0.0269518,0.055949666
-0.009957079,-0.029687397,0.05607969
-0.004921375,-0.030654002,0.057466403
-0.004186456,-0.02723916,0.057424206
-0.009957079,-0.029687397,0.05607969
-0.022784408,-0.030741328,0.045717802
-0.026497388,-0.033716198,0.040864576
-0.02655771,-0.036613926,0.03986924
-0.023215387,-0.03419166,0.044679
-0.022784408,-0.030741328,0.045717802
-0.02655771,-0.036613926,0.03986924
-0.026497388,-0.033716198,0.040864576
-0.029933805,-0.036260627,0.035694174
-0.029382937,-0.0387626,0.035136063
-0.02655771,-0.036613926,0.03986924
-0.026497388,-0.033716198,0.040864576
-0.029382937,-0.0387626,0.035136063
-0.044865113,-0.056250066,0.022266628
-0.041981228,-0.06197344,0.02254642
-0.038715914,-0.06083712,0.023724018
-0.04095819,-0.055959377,0.02296101
-0.044865113,-0.056250066,0.022266628
-0.038715914,-0.06083712,0.023724018
-0.01605408,-0.08321954,0.038816743
-0.010075147,-0.08433526,0.040021136
-0.010454035,-0.08326593,0.040531196
-0.01640398,-0.08224158,0.03935434
-0.01605408,-0.08321954,0.038816743
-0.010454035,-0.08326593,0.040531196
-0.01744557,0.013249835,0.04407351
-0.020723471,0.010976161,0.043032054
-0.020308588,0.007745882,0.045226052
-0.017215092,0.010249234,0.04657873
-0.01744557,0.013249835,0.04407351
-0.020308588,0.007745882,0.045226052
-0.017215092,0.010249234,0.04657873
-0.020308588,0.007745882,0.045226052
-0.01958673,0.0043480704,0.046989772
-0.016704515,0.0069552194,0.048616074
-0.017215092,0.010249234,0.04657873
-0.01958673,0.0043480704,0.046989772
