-0.0393849,0.023303038,0.03564223
-0.039511416,0.02082098,0.034457665
-0.03597968,0.020643527,0.036249146
-0.036101937,0.022603136,0.037045743
-0.0393849,0.023303038,0.03564223
-0.03597968,0.020643527,0.036249146
-0.036101937,0.022603136,0.037045743
-0.03597968,0.020643527,0.036249146
-0.032210846,0.0203606,0.03729119
-0.032239784,0.022141825,0.037893414
-0.036101937,0.022603136,0.037045743
-0.032210846,0.0203606,0.03729119
-0.025391946,0.022677047,0.037671994
-0.025285136,0.020640349,0.03740739
-0.022353614,0.021390839,0.037504353
-0.022816872,0.023600044,0.037468735
-0.025391946,0.022677047,0.037671994
-0.022353614,0.021390839,0.037504353
-0.022816872,0.023600044,0.037468735
-0.022353614,0.021390839,0.037504353
-0.019912295,0.022504967,0.03783343
-0.020530347,0.024447706,0.037572388
-0.022816872,0.023600044,0.037468735
-0.019912295,0.022504967,0.03783343
-0.02831724,0.033882916,0.03864905
-0.024947334,0.033849213,0.03763084
-0.024677526,0.034010306,0.037367724
-0.028403575,0.034186,0.0386144
-0.02831724,0.033882916,0.03864905
-0.024677526,0.034010306,0.037367724
-0.039548233,0.031620674,0.037042964
-0.040087234,0.032008566,0.036818366
-0.04268574,0.030553767,0.034955397
-0.041802734,0.030080097,0.035563383
-0.039548233,0.031620674,0.037042964
-0.04268574,0.030553767,0.034955397
-0.041802734,0.030080097,0.035563383
-0.04268574,0.030553767,0.034955397
-0.04505911,0.02853662,0.032199375
-0.04337564,0.028755333,0.03402404
-0.041802734,0.030080097,0.035563383
-0.04505911,0.02853662,0.032199375
3.487803e-05,-0.02793197,0.059516698
-0.004133247,-0.027678907,0.05984825
-0.00429381,-0.030325877,0.060624562
4.2684645e-05,-0.031112539,0.06055602
3.487803e-05,-0.02793197,0.059516698
-0.00429381,-0.030325877,0.060624562
-0.017238226,-0.030728864,0.05449408
-0.020868234,-0.033631075,0.052225813
-0.020142322,-0.03625758,0.052459743
-0.016885653,-0.034027796,0.055044003
-0.017238226,-0.030728864,0.05449408
-0.020142322,-0.03625758,0.052459743
-0.020868234,-0.033631075,0.052225813
-0.02412584,-0.03631591,0.049683094
-0.022660658,-0.038115464,0.05000363
-0.020142322,-0.03625758,0.052459743
-0.020868234,-0.033631075,0.052225813
-0.022660658,-0.038115464,0.05000363
-0.03574482,-0.052415494,0.03922834
-0.03217234,-0.05658662,0.04054172
-0.029043617,-0.054344602,0.04299273
-0.0320414,-0.05110825,0.041694034
-0.03574482,-0.052415494,0.03922834
-0.029043617,-0.054344602,0.04299273
-0.004188942,-0.054694388,0.05543518
0.00044792387,-0.054913495,0.055626836
0.00044667462,-0.052602086,0.0571131
-0.004155475,-0.052351132,0.056973364
-0.004188942,-0.054694388,0.05543518
0.00044667462,-0.052602086,0.0571131
-0.017689459,0.01336855,0.043877088
-0.020849166,0.010909911,0.042774253
-0.020356242,0.007368002,0.044957045
-0.01736669,0.010218609,0.046403877
-0.017689459,0.01336855,0.043877088
-0.020356242,0.007368002,0.044957045
-0.01736669,0.010218609,0.046403877
-0.020356242,0.007368002,0.044957045
-0.019500304,0.003698346,0.046756916
-0.016754046,0.0066638733,0.048499472
-0.01736669,0.010218609,0.046403877
-0.019500304,0.003698346,0.046756916
-0.035001878,-0.023301417,0.043750834
-0.031272266,-0.02679841,0.04526966
-0.027843107,-0.021673858,0.046138886
-0.0316324,-0.0174036,0.045052733
-0.035001878,-0.023301417,0.043750834
